index,school,city,threshold,address,city_clean,threshold_idx,RSPO,match_score,matched_nazwa,nazwa_szkoły,miejscowosc,PPP_mean,O_zdawalnosc,match_key,organ_prowadzacy,wojewodztwo,liczba_uczniow,miejscowosc_rspo,nazwa_rspo,specyfika
267,XII Liceum Ogólnokształcące w Bydgoszczy,Bydgoszczy,81.975,ul. Puszczykowa 11 85-446 Bydgoszcz,Bydgoszcz,267,12059,100,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,Bydgoszcz,56.46803542666667,91.69887278333333,xii liceum ogólnokształcące w bydgoszczy,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,162.0,Bydgoszcz,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,ogólnodostępny
268,XII Sportowe Liceum Ogólnokształcące Z Oddziałami Mistrzostwa Sportowego,Gdańsku,550.5,ul. Subisława 22 80-354 Gdańsk,Gdańsk,268,7983,76,XXI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI,XXI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI,Gdańsk,51.157209529999996,81.20772946666666,xxi liceum ogólnokształcące z oddziałami sportowymi,Miasto na prawach powiatu,POMORSKIE,454.0,Gdańsk,XXI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI,"ogólnodostępny, sportowy"
271,XIII LO im. Aleksandra Fredry,Wroclaw,159.15,ul. gen. Józefa Haukego-Bosaka 33-37 50-447 Wrocław Krzyki,Wrocław,271,42509,71,LICEUM OGÓLNOKSZTAŁCĄCE NR XIII IM.ALEKSANDRA FREDRY,LICEUM OGÓLNOKSZTAŁCĄCE NR XIII IM.ALEKSANDRA FREDRY,Wrocław,77.65430800666667,100.0,liceum ogólnokształcące nr xiii im.aleksandra fredry,Miasto na prawach powiatu,DOLNOŚLĄSKIE,1184.0,Wrocław-Krzyki,LICEUM OGÓLNOKSZTAŁCĄCE NR XIII IM.ALEKSANDRA FREDRY,ogólnodostępny
272,XIII LO im. Marii Piotrowiczowej,Łodzi,139.85999999999999,ul. Eliasza Chaima Majzela 4 91-430 Łódź Bałuty,Łódź,272,25290,73,XIII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII PIOTROWICZOWEJ,XIII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII PIOTROWICZOWEJ,Łódź,68.64172820333333,100.0,xiii liceum ogólnokształcące im. marii piotrowiczowej,Miasto na prawach powiatu,ŁÓDZKIE,543.0,Łódź-Bałuty,XIII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII PIOTROWICZOWEJ,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
276,XIII Liceum Ogólnokształcące,Toruniu,54.75,ul. Targowa 36/38 87-100 Toruń,Toruń,276,84309,100,XIII LICEUM OGÓLNOKSZTAŁCĄCE,XIII LICEUM OGÓLNOKSZTAŁCĄCE,Toruń,53.26764706,89.55555555333335,xiii liceum ogólnokształcące,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,176.0,Toruń,XIII LICEUM OGÓLNOKSZTAŁCĄCE SZKOŁA MISTRZOSTWA SPORTOWEGO W TORUNIU,"ogólnodostępny, mistrzostwa sportowego"
278,XIV LO im. Kazimierza Wielkiego,Poznaniu,149.80714285714285,Poznań os. Piastowskie 106 61-164 Poznań-Nowe Miasto Nowe Miasto,Poznań,278,29142,75,XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO,XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO,Poznań,67.55257326,99.8003992,xiv liceum ogólnokształcące im. kazimierza wielkiego,Miasto na prawach powiatu,WIELKOPOLSKIE,779.0,Poznań-Nowe Miasto,XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO,ogólnodostępny
279,XIV LO im. Mjr. Henryka Sucharskiego,Katowicach,51.824999999999996,ul. Józefowska 32 40-144 Katowice Wełnowiec-Józefowiec,Katowice,279,23747,75,XIV LICEUM OGÓLNOKSZTAŁCĄCE IM.MJR HENRYKA SUCHARSKIEGO,XIV LICEUM OGÓLNOKSZTAŁCĄCE IM.MJR HENRYKA SUCHARSKIEGO,Katowice,49.94380978,84.64482567333333,xiv liceum ogólnokształcące im.mjr henryka sucharskiego,Miasto na prawach powiatu,ŚLĄSKIE,413.0,Katowice,XIV LICEUM OGÓLNOKSZTAŁCĄCE IM.MJR HENRYKA SUCHARSKIEGO,ogólnodostępny
280,XIV LO im. Polonii Belgijskiej,Wroclaw,163.57500000000002,al. Aleksandra Brücknera 10 51-410 Wrocław Psie Pole,Wrocław,280,68321,72,LICEUM OGÓLNOKSZTAŁCĄCE NR XIV IM. POLONII BELGIJSKIEJ,LICEUM OGÓLNOKSZTAŁCĄCE NR XIV IM. POLONII BELGIJSKIEJ,Wrocław,76.59699085,99.83739837333333,liceum ogólnokształcące nr xiv im. polonii belgijskiej,Miasto na prawach powiatu,DOLNOŚLĄSKIE,912.0,Wrocław-Psie Pole,LICEUM OGÓLNOKSZTAŁCĄCE NR XIV IM. POLONII BELGIJSKIEJ,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
282,XIV LO im. Stanisława Staszica,Warszawie,241.2785714285714,ul. Nowowiejska 37a 02-010 Warszawa Ochota,Warszawa,282,27160,75,TECHNIKUM NR 25 IM. STANISŁAWA STASZICA,TECHNIKUM NR 25 IM. STANISŁAWA STASZICA,Warszawa,52.77160494,81.787974685,technikum nr 25 im. stanisława staszica,Miasto na prawach powiatu,MAZOWIECKIE,643.0,Bielany,TECHNIKUM NR 25 IM. STANISŁAWA STASZICA,ogólnodostępny
284,XIV LO o Oddziałami Dwujęzycznymi im Mikołaja Kopernika w Gdyni,Gdyni,158.2125,ul. Wejherowska 55 81-049 Gdynia Chylonia,Gdyni,284,18942,81,XIV LICEUM OGÓLNOKSZTAŁCĄCEGO Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. MIKOŁAJA KOPERNIKA W GDYNI,XIV LICEUM OGÓLNOKSZTAŁCĄCEGO Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. MIKOŁAJA KOPERNIKA W GDYNI,Gdynia,66.70673988666667,100.0,xiv liceum ogólnokształcącego z oddziałami dwujęzycznymi im. mikołaja kopernika w gdyni,Miasto na prawach powiatu,POMORSKIE,642.0,Gdynia,XIV LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. MIKOŁAJA KOPERNIKA W GDYNI,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
288,XIX LO im. Powstańców Warszawy,Warszawie,167.7125,ul. Zbaraska 1 04-014 Warszawa Praga-Południe,Warszawa,288,88064,74,XIX LICEUM OGÓLNOKSZTAŁCĄCE IM. POWSTAŃCÓW WARSZAWY,XIX LICEUM OGÓLNOKSZTAŁCĄCE IM. POWSTAŃCÓW WARSZAWY,Warszawa,78.8313065,100.0,xix liceum ogólnokształcące im. powstańców warszawy,Miasto na prawach powiatu,MAZOWIECKIE,616.0,Praga-Południe,XIX LICEUM OGÓLNOKSZTAŁCĄCE IM. POWSTAŃCÓW WARSZAWY,ogólnodostępny
289,XIX Liceum Ogólnokształcące Mistrzostwa Sportowego w Białymstoku Zespołu Szkół Ogólnokształcących Mistrzostwa Sportowego Nr 2 w Białymstoku,Białymstoku,60.0,Białystok ul. Promienna 13A 15-720 Białystok,Białystok,289,270972,100,XIX LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W BIAŁYMSTOKU ZESPOŁU SZKÓŁ OGÓLNOKSZTAŁCĄCYCH MISTRZOSTWA SPORTOWEGO NR 2 W BIAŁYMSTOKU,XIX LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W BIAŁYMSTOKU ZESPOŁU SZKÓŁ OGÓLNOKSZTAŁCĄCYCH MISTRZOSTWA SPORTOWEGO NR 2 W BIAŁYMSTOKU,Białystok,55.099999999999994,100.0,xix liceum ogólnokształcące mistrzostwa sportowego w białymstoku zespołu szkół ogólnokształcących mistrzostwa sportowego nr 2 w białymstoku,Miasto na prawach powiatu,PODLASKIE,46.0,Białystok,XIX LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W BIAŁYMSTOKU ZESPOŁU SZKÓŁ OGÓLNOKSZTAŁCĄCYCH MISTRZOSTWA SPORTOWEGO NR 2 W BIAŁYMSTOKU,"ogólnodostępny, mistrzostwa sportowego"
290,XIX Liceum Ogólnokształcące im. Marii I Jerzego Kuncewiczów w Lublinie,Lublinie,87.6875,ul. Ignacego Rzeckiego 10 20-637 Lublin,Lublin,290,79023,100,XIX LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII I JERZEGO KUNCEWICZÓW W LUBLINIE,XIX LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII I JERZEGO KUNCEWICZÓW W LUBLINIE,Lublin,56.43542189666667,87.95997536666668,xix liceum ogólnokształcące im. marii i jerzego kuncewiczów w lublinie,Miasto na prawach powiatu,LUBELSKIE,498.0,Lublin,XIX LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII I JERZEGO KUNCEWICZÓW W LUBLINIE,ogólnodostępny
293,XLI LO im. Joachima Lelewela,Warszawie,169.91111111111113,ul. Kiwerska 3 01-682 Warszawa Bielany,Warszawa,293,34512,73,XLI LICEUM OGÓLNOKSZTAŁCĄCE IM. JOACHIMA LELEWELA,XLI LICEUM OGÓLNOKSZTAŁCĄCE IM. JOACHIMA LELEWELA,Warszawa,79.52416714666667,99.67146521666666,xli liceum ogólnokształcące im. joachima lelewela,Miasto na prawach powiatu,MAZOWIECKIE,839.0,Bielany,XLI LICEUM OGÓLNOKSZTAŁCĄCE IM. JOACHIMA LELEWELA,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
295,XLII LO im. Ireny Sendlerowej,Łodzi,54.85,ul. Stawowa 28 91-358 Łódź Bałuty,Łódź,295,27325,74,XLII LICEUM OGÓLNOKSZTAŁCĄCE IM. IRENY SENDLEROWEJ,XLII LICEUM OGÓLNOKSZTAŁCĄCE IM. IRENY SENDLEROWEJ,Łódź,48.24470344333333,86.28593628666665,xlii liceum ogólnokształcące im. ireny sendlerowej,Miasto na prawach powiatu,ŁÓDZKIE,490.0,Łódź-Bałuty,XLII LICEUM OGÓLNOKSZTAŁCĄCE IM. IRENY SENDLEROWEJ,ogólnodostępny
296,XLII LO im. Marii Konopnickiej,Warszawie,141.52,ul. Antoniego Józefa Madalińskiego 22 02-513 Warszawa Mokotów,Warszawa,296,22856,72,XLII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII KONOPNICKIEJ,XLII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII KONOPNICKIEJ,Warszawa,68.04787890333334,98.93501919666666,xlii liceum ogólnokształcące im. marii konopnickiej,Miasto na prawach powiatu,MAZOWIECKIE,660.0,Mokotów,XLII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII KONOPNICKIEJ,ogólnodostępny
298,XLIII LO im. Kazimierza Wielkiego,Warszawie,156.07500000000002,al. Aleja Niepodległości 27 02-653 Warszawa Mokotów,Warszawa,298,24345,76,XLIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO,XLIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO,Warszawa,69.15165746999999,97.88154782666668,xliii liceum ogólnokształcące im. kazimierza wielkiego,Miasto na prawach powiatu,MAZOWIECKIE,728.0,Mokotów,XLIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO,ogólnodostępny
299,XLIII Liceum Ogólnokształcące im. Juliana Tuwima w Łodzi,Łodzi,69.16666666666667,ul. Królewska 13/15 93-319 Łódź Górna,Łódź,299,27378,92,XLIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA,XLIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA,Łódź,49.502891156666664,75.57256236,xliii liceum ogólnokształcące im. juliana tuwima,Miasto na prawach powiatu,ŁÓDZKIE,431.0,Łódź-Górna,XLIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA,"ogólnodostępny, integracyjny, sportowy"
301,XLIV LO im. Stefana Banacha,Warszawie,154.245,ul. Dolna 6 00-774 Warszawa Mokotów,Warszawa,301,22897,72,XLIV LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA BANACHA,XLIV LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA BANACHA,Warszawa,69.64579618666667,99.46666666666665,xliv liceum ogólnokształcące im. stefana banacha,Miasto na prawach powiatu,MAZOWIECKIE,685.0,Mokotów,XLIV LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA BANACHA,ogólnodostępny
303,XLV LO im. Romualda Traugutta,Warszawie,134.2125,ul. Miła 26 01-047 Warszawa Wola,Warszawa,303,16427,74,XLV LICEUM OGÓLNOKSZTAŁCĄCE IM. ROMUALDA TRAUGUTTA,XLV LICEUM OGÓLNOKSZTAŁCĄCE IM. ROMUALDA TRAUGUTTA,Warszawa,67.94786324666667,99.01709401666666,xlv liceum ogólnokształcące im. romualda traugutta,Miasto na prawach powiatu,MAZOWIECKIE,548.0,Wola,XLV LICEUM OGÓLNOKSZTAŁCĄCE IM. ROMUALDA TRAUGUTTA,ogólnodostępny
308,XLVII LO im. Stanisława Wyspiańskiego,Warszawie,153.16,ul. Międzyborska 64/70 04-010 Warszawa Praga-Południe,Warszawa,308,88066,78,XLVII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO,XLVII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO,Warszawa,75.52598415,99.53551260666666,xlvii liceum ogólnokształcące im. stanisława wyspiańskiego,Miasto na prawach powiatu,MAZOWIECKIE,713.0,Praga-Południe,XLVII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO,ogólnodostępny
311,XV LO im. Jana Kasprowicza,Łodzi,133.95,ul. Traktorowa 77 91-204 Łódź Bałuty,Łódź,311,25291,71,XV LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA KASPROWICZA,XV LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA KASPROWICZA,Łódź,66.91455971,99.57805907333334,xv liceum ogólnokształcące im. jana kasprowicza,Miasto na prawach powiatu,ŁÓDZKIE,515.0,Łódź-Bałuty,XV LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA KASPROWICZA,ogólnodostępny
316,XV LO im. prof. Wiktora Degi,Poznaniu,154.45,os. Bolesława Chrobrego 107 60-681 Poznań Stare Miasto,Poznań,316,88359,71,XV LICEUM OGÓLNOKSZTAŁCĄCE IM. P0ROF. WIKTORA DEGI,XV LICEUM OGÓLNOKSZTAŁCĄCE IM. P0ROF. WIKTORA DEGI,Poznań,66.84683962999999,99.64912280666665,xv liceum ogólnokształcące im. p0rof. wiktora degi,Miasto na prawach powiatu,WIELKOPOLSKIE,594.0,Poznań-Stare Miasto,XV LICEUM OGÓLNOKSZTAŁCĄCE IM. P0ROF. WIKTORA DEGI,ogólnodostępny
318,XV LO z Oddziałami Mistrzostwa Sportowego w Bydgoszczy,Bydgoszczy,141.73749999999998,ul. gen. Augusta Emila Fieldorfa 85-796 Bydgoszcz Nowy Fordon,Bydgoszcz,318,11640,71,XV LICEUM OGÓLNOKSZTAŁCĄCE IM. JEREMIEGO PRZYBORY Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY,XV LICEUM OGÓLNOKSZTAŁCĄCE IM. JEREMIEGO PRZYBORY Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY,Bydgoszcz,50.158758523333326,94.83018473666668,xv liceum ogólnokształcące im. jeremiego przybory z oddziałami mistrzostwa sportowego w bydgoszczy,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,457.0,Bydgoszcz,XV LICEUM OGÓLNOKSZTAŁCĄCE IM. JEREMIEGO PRZYBORY Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY,"ogólnodostępny, mistrzostwa sportowego"
321,XVI LO im. Krzysztofa Kamila Baczyńskiego,Krakowie,105.49000000000001,os. Osiedle Willowe 1 31-901 Kraków Nowa Huta,Kraków,321,4648,72,XVI LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO W KRAKOWIE,XVI LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO W KRAKOWIE,Kraków,61.991478199999996,93.85897991999998,xvi liceum ogólnokształcące im. krzysztofa kamila baczyńskiego w krakowie,Miasto na prawach powiatu,MAŁOPOLSKIE,510.0,Kraków-Nowa Huta,XVI LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO W KRAKOWIE,"ogólnodostępny, przygotowania wojskowego"
323,XVI LO w Zespół Szkół Ekonomicznych im. A. I J. Vetterów,Lublinie,101.2,ul. Bernardyńska 14 20-109 Lublin,Lublin,323,64353,78,ZESPÓŁ SZKÓŁ EKONOMICZNYCH IM. A. I J. VETTERÓW XVI LICEUM OGÓLNOKSZTAŁCĄCE W LUBLINIE,ZESPÓŁ SZKÓŁ EKONOMICZNYCH IM. A. I J. VETTERÓW XVI LICEUM OGÓLNOKSZTAŁCĄCE W LUBLINIE,Lublin,69.55802469333332,95.83831142999999,zespół szkół ekonomicznych im. a. i j. vetterów xvi liceum ogólnokształcące w lublinie,Miasto na prawach powiatu,LUBELSKIE,180.0,Lublin,ZESPÓŁ SZKÓŁ EKONOMICZNYCH IM. A. I J. VETTERÓW XVI LICEUM OGÓLNOKSZTAŁCĄCE W LUBLINIE,ogólnodostępny
325,XVI Liceum Ogólnokształcące w Szczecinie,Szczecinie,143.01999999999998,ul. Xawerego Dunikowskiego 1 70-123 Szczecin,Szczecin,325,262227,100,XVI LICEUM OGÓLNOKSZTAŁCĄCE W SZCZECINIE,XVI LICEUM OGÓLNOKSZTAŁCĄCE W SZCZECINIE,Szczecin,59.89341560333333,98.20711358999999,xvi liceum ogólnokształcące w szczecinie,Miasto na prawach powiatu,ZACHODNIOPOMORSKIE,577.0,Szczecin,XVI LICEUM OGÓLNOKSZTAŁCĄCE W SZCZECINIE,ogólnodostępny
326,XVII LO im. Agnieszki Osieckiej,Wroclaw,143.61666666666667,ul. Tęczowa 60 53-603 Wrocław Stare Miasto,Wrocław,326,11481,72,LICEUM OGÓLNOKSZTAŁCĄCE NR XVII IM. AGNIESZKI OSIECKIEJ,LICEUM OGÓLNOKSZTAŁCĄCE NR XVII IM. AGNIESZKI OSIECKIEJ,Wrocław,69.64807708666666,99.13731069666666,liceum ogólnokształcące nr xvii im. agnieszki osieckiej,Miasto na prawach powiatu,DOLNOŚLĄSKIE,864.0,Wrocław-Stare Miasto,LICEUM OGÓLNOKSZTAŁCĄCE NR XVII IM. AGNIESZKI OSIECKIEJ,ogólnodostępny
331,XVII Liceum Ogólnokształcące Dla Słabo Słyszących w Bydgoszczy,Bydgoszczy,36.85,ul. Ludwika Waryńskiego 1 85-320 Bydgoszcz,Bydgoszcz,331,12059,78,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,Bydgoszcz,56.46803542666667,91.69887278333333,xii liceum ogólnokształcące w bydgoszczy,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,162.0,Bydgoszcz,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,ogólnodostępny
332,XVII Liceum Ogólnokształcące w Białymstoku Zespołu Szkół Rolniczych w Białymstoku,Białymstoku,60.65,Białystok ul. ks. Stanisława Suchowolca 26 15-567 Białystok,Białystok,332,70905,100,XVII LICEUM OGÓLNOKSZTAŁCĄCE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ ROLNICZYCH W BIAŁYMSTOKU,XVII LICEUM OGÓLNOKSZTAŁCĄCE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ ROLNICZYCH W BIAŁYMSTOKU,Białystok,46.104166666666664,75.0,xvii liceum ogólnokształcące w białymstoku zespołu szkół rolniczych w białymstoku,Miasto na prawach powiatu,PODLASKIE,98.0,Białystok,XVII LICEUM OGÓLNOKSZTAŁCĄCE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ ROLNICZYCH W BIAŁYMSTOKU,"ogólnodostępny, mistrzostwa sportowego"
334,XVIII LO im. Jana Zamoyskiego,Warszawie,172.38333333333333,ul. Smolna 30 00-375 Warszawa Śródmieście,Warszawa,334,30251,74,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA ZAMOYSKIEGO,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA ZAMOYSKIEGO,Warszawa,81.63181738666667,100.0,xviii liceum ogólnokształcące im. jana zamoyskiego,Miasto na prawach powiatu,MAZOWIECKIE,828.0,Śródmieście,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA ZAMOYSKIEGO,ogólnodostępny
335,XVIII LO im. Jędrzeja Śniadeckiego,Łodzi,58.733333333333334,ul. Feliksa Perla 11 94-203 Łódź Polesie,Łódź,335,25292,77,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JĘDRZEJA ŚNIADECKIEGO,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JĘDRZEJA ŚNIADECKIEGO,Łódź,54.03565825333334,87.12603628666666,xviii liceum ogólnokształcące im. jędrzeja śniadeckiego,Miasto na prawach powiatu,ŁÓDZKIE,456.0,Łódź-Polesie,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JĘDRZEJA ŚNIADECKIEGO,ogólnodostępny
336,XVIII Liceum Ogólnokształcące,Poznaniu,33.0,ul. Szamotulska 33 60-365 Poznań Grunwald,Poznań,336,91173,100,XVIII LICEUM OGÓLNOKSZTAŁCĄCE,XVIII LICEUM OGÓLNOKSZTAŁCĄCE,Poznań,56.75773413666667,90.03537113333334,xviii liceum ogólnokształcące,Miasto na prawach powiatu,WIELKOPOLSKIE,334.0,Poznań-Grunwald,XVIII LICEUM OGÓLNOKSZTAŁCĄCE,"ogólnodostępny, sportowy, mistrzostwa sportowego"
337,XVIII Liceum Ogólnokształcące im. Józefa Wybickiego,Szczecinie,74.58749999999999,ul. Hoża 3 71-699 Szczecin,Szczecin,337,11305,100,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JÓZEFA WYBICKIEGO,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JÓZEFA WYBICKIEGO,Szczecin,60.15466183333333,87.43113582000001,xviii liceum ogólnokształcące im. józefa wybickiego,Miasto na prawach powiatu,ZACHODNIOPOMORSKIE,473.0,Szczecin,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JÓZEFA WYBICKIEGO,"ogólnodostępny, sportowy"
338,XVIII Liceum Ogólnokształcące im. Stanisławy Filipiny Paleolog w Lublinie,Lublinie,54.5,ul. Przyjaźni 12 20-314 Lublin,Lublin,338,68477,100,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWY FILIPINY PALEOLOG W LUBLINIE,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWY FILIPINY PALEOLOG W LUBLINIE,Lublin,56.901315790000005,74.19908467,xviii liceum ogólnokształcące im. stanisławy filipiny paleolog w lublinie,Miasto na prawach powiatu,LUBELSKIE,264.0,Lublin,XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWY FILIPINY PALEOLOG W LUBLINIE,ogólnodostępny
340,XX LO im. Juliusza Słowackiego,Łodzi,94.38333333333334,ul. Karola Bohdanowicza 11 93-552 Łódź Górna,Łódź,340,25445,74,XX LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO,XX LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO,Łódź,60.966365599999996,97.79167571666666,xx liceum ogólnokształcące im. juliusza słowackiego,Miasto na prawach powiatu,ŁÓDZKIE,578.0,Łódź-Górna,XX LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO,ogólnodostępny
344,XX Liceum Ogólnokształcące w Lublinie,Lublinie,92.75,ul. Kazimierza Tumidajskiego 6a 20-247 Lublin,Lublin,344,79336,100,XX LICEUM OGÓLNOKSZTAŁCĄCE W LUBLINIE,XX LICEUM OGÓLNOKSZTAŁCĄCE W LUBLINIE,Lublin,58.127272725,95.0,xx liceum ogólnokształcące w lublinie,Miasto na prawach powiatu,LUBELSKIE,19.0,Lublin,XX LICEUM OGÓLNOKSZTAŁCĄCE W LUBLINIE,ogólnodostępny
345,XXI LO im. Bolesława Prusa,Łodzi,153.21,ul. Mikołaja Kopernika 2 90-509 Łódź Śródmieście,Łódź,345,25350,71,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. BOLESŁAWA PRUSA,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. BOLESŁAWA PRUSA,Łódź,71.82759112666666,99.74937343333333,xxi liceum ogólnokształcące im. bolesława prusa,Miasto na prawach powiatu,ŁÓDZKIE,551.0,Łódź-Polesie,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. BOLESŁAWA PRUSA,ogólnodostępny
347,XXI Liceum Ogólnokształcące Z Oddziałami Sportowymi,Gdańsku,86.4375,ul. Kołobrzeska 77 80-396 Gdańsk,Gdańsk,347,7983,100,XXI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI,XXI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI,Gdańsk,51.157209529999996,81.20772946666666,xxi liceum ogólnokształcące z oddziałami sportowymi,Miasto na prawach powiatu,POMORSKIE,454.0,Gdańsk,XXI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI,"ogólnodostępny, sportowy"
348,XXI Liceum Ogólnokształcące im. Gen. Władysława Andersa,Poznaniu,119.825,ul. Rybaki 17 61-883 Poznań Stare Miasto,Poznań,348,79937,100,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. WŁADYSŁAWA ANDERSA,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. WŁADYSŁAWA ANDERSA,Poznań,67.20416379,98.41557396,xxi liceum ogólnokształcące im. gen. władysława andersa,Miasto na prawach powiatu,WIELKOPOLSKIE,376.0,Poznań-Stare Miasto,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. WŁADYSŁAWA ANDERSA,ogólnodostępny
